id,text,label,origin,type,language,split,text_original
en_2769,"@USER__ моим старым выводам потребовалось 2 дня, но эффектор, который я использую сейчас, я получу их на следующий день :/ я бы хотел отправить вам валиум по электронной почте",1,translated_en,tweet,ru,SMM4H_26_train,@USER__ my old ones took 2 days for withdrawals but effexor which i'm on now i will get them the next day :/ i wish i could email you valium
en_14841,"@USER___________ никакой законный секс под прозаком не травмировал меня на всю жизнь. к черту это дерьмо, реально сбежавший от них",1,translated_en,tweet,ru,SMM4H_26_train,@USER___________ no legit sex on prozac has legit scarred me for life. fuck this shit for real runaway from them
en_4548,"тразодон не работает. Я не могу принять сероквель в 4:30 утра, иначе я проснусь только после 14:00. застрял, мучительно проснулся.",1,translated_en,tweet,ru,SMM4H_26_train,"trazodone isn't working. can't take seroquel at 430 am or i won't wake up until after 2 pm. stuck, painfully awake."
en_8418,не стоило сегодня принимать 80 мг выванса... #cantsleep,1,translated_en,tweet,ru,SMM4H_26_train,shouldn't have taken 80mg of vyvanse today... #cantsleep
en_9409,"когда выходит депрессия, вызванная этим чертовым левофлоксацином :))",1,translated_en,tweet,ru,SMM4H_26_train,when the depression is coming out caused by this damn levofloxacin :))
en_14712,.@USER__________ наконец-то хороший побочный эффект. не мог вернуться к сероквелю из-за риска развития диабета.,1,translated_en,tweet,ru,SMM4H_26_train,".@USER__________ at last, a good side effect. couldn't go back on seroquel due to diabetes risk."
en_2633,@USER_______ я на Кипре. на самом деле умираю на Кипре,1,translated_en,tweet,ru,SMM4H_26_train,@USER_______ im on cypro . actually in dying on cypro
en_1223,"-9,5 фунтов за 14 дней. теперь очевидно, что мне следовало прекратить прием кветиапина давным-давно, прежде чем я дошел до такого состояния",1,translated_en,tweet,ru,SMM4H_26_train,-9.5lbs in 14 days. obvious now that i should have stopped the quetiapine a long long time ago before i got in this state
en_1019,буду смотреть восход солнца.. выванс меня поднял. я спал всего около 2 часов за последние 48 часов. 150 мг меня вывели из себя,1,translated_en,tweet,ru,SMM4H_26_train,gonna watch the sunrise.. vyvanse got me up. i have only slept about 2 hours in the past 48 hours. 150mg got me fucked up
en_15294,"#eds друзья! кто-нибудь принимал #ципро? (антибиотические) осложнения?? большой побочный эффект - разрыв сухожилия... решил, что мой доктор знает лучше?",1,translated_en,tweet,ru,SMM4H_26_train,#eds friends! anybody taken #cipro? (antibiotic) complications?? big side effect is tendon rupture...figured my dr would know better?
en_8421,"@USER_____ никотиновые пастилки. если я перестану думать, я не смогу ясно мыслить (или видеть), поэтому я не смогу работать.",1,translated_en,tweet,ru,SMM4H_26_train,"@USER_____ nicotine lozenges. if i go cold turkey i can't think (or see) straight, so i can't work."
en_16840,"я : чувствую себя хорошо, смотрю телевизор... реклама Swiffer #lamotrigine : Лол, давай заставим эту сучку плакать от этой... чертовой рекламы Swiffer.",1,translated_en,tweet,ru,SMM4H_26_train,"me : feeling fine, watching tv ... swiffer commercial #lamotrigine : Lol lets make the bitch cry at this... a fucking swiffer commercial."
en_4542,"@USER__________ нет, был на #enbrel 5yrs &amp; пришлось сойти из-за неослабевающей вспышки. Принимаю #humira с декабря 2012 года. #rheum",1,translated_en,tweet,ru,SMM4H_26_train,"@USER__________  nope, was on #enbrel 5yrs &amp; had to get off due to unrelenting flare. been on #humira since dec 2012. #rheum"
en_7102,"Сероквель прибыл. вопрос теперь в том, когда я хочу быть зомбированным?",1,translated_en,tweet,ru,SMM4H_26_train,seroquel has arrived. question now is when do i want to be zombified?
en_10342,"день выдался удачным. пропустил оптику и проспал весь день. сижу здесь с разбитым лицом, с жирными волосами и немытым. опухли ноги, спасибо оланзапину.",1,translated_en,tweet,ru,SMM4H_26_train,"day has been a right off. missed opticians&amp;slept aw day. sitting here torn faced, wi greasy hair&amp;unwashed. swollen feet thx to olanzapine."
en_14586,"Я только что узнал, что какой-то чувак из семьи моего друга впал в кому из-за препарата (зипрекса), который мне прописали.",1,translated_en,tweet,ru,SMM4H_26_train,i just found out that some dude from my friend's family was in a coma because of that drug (zyprexa) i was prescribed.
en_9576,"@USER________ ...мои старые! плюс кофеин по утрам довольно хорошо противодействует этому, тогда как похмелье от кветиапина было неизлечимым.",1,translated_en,tweet,ru,SMM4H_26_train,@USER________ ...my old ones! plus caffeine in the morning counteracts these quite nicely whereas quetiapine hangovers were unshiftable
en_2262,"с тех пор, как я поменял дозы кветиапина, мой голод и тяга стали настолько сильными!",1,translated_en,tweet,ru,SMM4H_26_train,"since swapping my quetiapine doses around, my hunger and cravings have gotten so bad!"
en_7801,"@USER_________ -кивает- мое зомбирование, когда я впервые просыпаюсь утром, в основном связано с моими ночными лекарствами (сероквель).",1,translated_en,tweet,ru,SMM4H_26_train,@USER_________  -nods-  my zombie-ness when i first wake up in the morning is mostly from my nightly meds too (seroquel).
en_12728,"а еще, ура, зависимость. мне нужны наркотики для жизни, но это все равно зависимость. Каждый раз, когда у меня болит голова от Паксила, я осознаю это. Ну что ж.",1,translated_en,tweet,ru,SMM4H_26_train,"also, yay addiction. it's drugs i need for living, but it's still dependance. every time i get a ""paxil headache"" i realize this. oh well."
en_8689,"время моей поездки на работу. интересно, смогу ли я справляться с этим каждый день. это все равно что пробираться через патоку, вставая так рано на оланзапине",1,translated_en,tweet,ru,SMM4H_26_train,time for my commute. wondering if i'm going to cope with this everyday. it's like wading through treacle getting up so early on olanzapine
en_15552,мой организм еще не готов к этому сероквелю. еще никогда антидепрессант не выбивал меня из себя на четверть дозы о _о,1,translated_en,tweet,ru,SMM4H_26_train,my body is so not ready for this seroquel. never had an antidepressant knock me the fuck out at a quarter dose before o _o
en_2342,"эффексорные сны, теперь с осознанностью. я даю силу полета?",1,translated_en,tweet,ru,SMM4H_26_train,"effexor dreams, now with lucidity. i grant the power of flight?"
en_5786,@USER_________ q заставляет меня есть. оланзапин заставил меня съесть собственную руку!,1,translated_en,tweet,ru,SMM4H_26_train,@USER_________ q makes me hungry. olanzapine made me want to eat my own arm!
en_4618,"@USER____ отказаться от ламотриджина было так же плохо, как и начать его принимать. плохой животик, усталость, ощущение оторванности от реальности",1,translated_en,tweet,ru,SMM4H_26_train,"@USER____ coming off lamotrigine has been as bad as going up on it. poorly tummy, tiredness, feeling disconnected"
en_4497,я в восторге от выванса.,1,translated_en,tweet,ru,SMM4H_26_train,i'm high af on vyvanse.
en_14098,"@USER___ прекратил прием Золофта после того, как у меня начались суицидальные наклонности, прекратил прием Эффексора, потому что я онемел.",1,translated_en,tweet,ru,SMM4H_26_train,"@USER___ stopped Zoloft cold turkey after I became suicidal, stopped Effexor because I was numb."
en_3710,"@USER______ к этому, и теперь я на Хумире, и мне достаточно раздуться, чтобы сражаться. Иногда дела идут очень дерьмово во всех смыслах. Но оставайся сильным хх",1,translated_en,tweet,ru,SMM4H_26_train,"@USER______ to it, and now I'm on Humira with just the bloat to battle. Things sometimes get super shitty in every sense. But stay strong xx"
en_17435,"Если ваш врач прописывает вам сероквель, не указанный в инструкции, он просто хочет, чтобы вы отказались. я немой.",1,translated_en,tweet,ru,SMM4H_26_train,"if your doctor prescribes you seroquel off label, they just want you to stfu. i'm a mute."
en_10855,"@USER______ @USER________ @USER_________ ах да, я начинаю думать, что мой пароксетин превращает приступы паники в жир.",1,translated_en,tweet,ru,SMM4H_26_train,"@USER______ @USER________ @USER_________ ah yes, I'm starting to think my paroxetine turns panic attacks into fat."
en_13771,"@USER___ то же самое с венлафаксином, одна пользовательница, с которой я разговаривал много лет назад, прекратила его принимать, когда у нее начались кислотные трипы, теряющие часы за раз",1,translated_en,tweet,ru,SMM4H_26_train,"@USER___ same with venlafaxine, 1 user I spoke to yrs ago stopped taking that when she started having acid like trips losing hours at a time"
en_6012,'@USER______: мой выванс заставляет меня вести ночной образ жизни ??',1,translated_en,tweet,ru,SMM4H_26_train,'@USER______: my vyvanse makes me nocturnal ??'
en_8110,"@USER_______ Мне бы очень хотелось, чтобы мой врач сказал мне, что ципро может вывести меня из строя на всю жизнь!  об этом никогда не упоминалось.  теперь я калека.",1,translated_en,tweet,ru,SMM4H_26_train,@USER_______ i sure wish my doctor had told me cipro could disable me for life!  there was never any mention of that.  now i'm crippled.
en_9108,"@USER_____, если вы принимаете #humira и у вас проблемы с дыханием — обратитесь к врачу.  вот так у меня все и началось.  будь здоров.  приятное общение,",1,translated_en,tweet,ru,SMM4H_26_train,"@USER_____ if u r on #humira and have respiratory probs - see ur doc.  that;s how it all started of me.  be well.  nice chatting,"
en_14580,"меня возмущает прием оланзапина, поскольку именно побочные эффекты оланзапина ошибочно принимают за негативные симптомы шизофрении.",1,translated_en,tweet,ru,SMM4H_26_train,i resent taking olanzapine as it is the side effects of olanzapine that were mistaken for negative symptoms of schizophrenia
en_11907,"rt @USER_______: @USER__________ может быть, это просто пристрастие к вывансу rt @USER_______: нет ничего более приятного, чем пересечь что-то из'",1,translated_en,tweet,ru,SMM4H_26_train,rt @USER_______: @USER__________ maybe it's just a vyvanse addict thing rt @USER_______: nothing more satisfying than crossing something of'
en_11002,"если вы принимаете выванс, можем ли мы обсудить побочные эффекты, очень быстро, что происходит с моей пищеварительной системой?",1,translated_en,tweet,ru,SMM4H_26_train,if you're taking vyvanse can we please discuss side effects real quick wtf is happening to my digestive system
en_16109,"Примечание: не психотик;) сероквель использовался не по назначению при посттравматическом стрессовом расстройстве. устранил множество симптомов, помог уснуть. но побочный эффект - увеличение веса - причинял ужасную боль.",1,translated_en,tweet,ru,SMM4H_26_train,"nb: not psychotic ;) seroquel used off-label for ptsd. ctl'd many sympts, helped sleep. but side fx - weight gain - caused terrible pain."
en_16947,"@USER_______ я принимаю кветиапин, и он должен меня просто расслабить, и в итоге я засыпаю в течение 2 часов. мой мозг всегда рассеян хаха",1,translated_en,tweet,ru,SMM4H_26_train,@USER_______ i take quetiapine and it's supposed to just relax me i end up falling asleep within 2 hours. my brain's always scattered haha
en_12881,"@USER________ кветиапин неделю сбивал меня с толку, а затем я внезапно проснулся активированным. Затем рецидив, повышение дозы, активация и так далее.",1,translated_en,tweet,ru,SMM4H_26_train,"@USER________ quetiapine knocked me sidewards for a week then I suddenly woke up activated. Then relapsed, upped dose, activated & so on"
en_4570,"@USER___________ считай, что тебе повезло, если от этого у тебя только кружится голова и тебя тошнит!  ципро покалечил меня и бесчисленное множество других.",1,translated_en,tweet,ru,SMM4H_26_train,@USER___________ consider yourself lucky if all it does is make you dizzy and sick!  cipro crippled me and countless others.
en_15230,"Отказ от паксила CR в холодном виде — это то, чего вам никогда не следует делать, если вы цените клетки своего мозга.",1,translated_en,tweet,ru,SMM4H_26_train,going off paxil cr cold turkey is something you should never ever do if you value your brain cells.
en_10840,"@USER______ да, я не могу функционировать без сна, так что я понимаю. с флуоксетином, я тоже не сплю, но все еще сплю x",1,translated_en,tweet,ru,SMM4H_26_train,"@USER______ yeah, i couldn't function without sleep so i understand. with fluoxetine, im not sleeping as well, but still sleeping x"
en_5241,"две недели назад принимала паксил. У меня больше нет депрессивных мыслей или чувств, но у меня снова нет никаких чувств.",1,translated_en,tweet,ru,SMM4H_26_train,two weeks back on paxil. i have no more depressed thoughts or feeling ls but i also have no feelings at all again.
en_10662,"@USER______ Я сознательно принимаю желаемое за действительное. Моя прививка Хумира мне больше не помогает, а когда она помогает, мне становится так плохо.",1,translated_en,tweet,ru,SMM4H_26_train,@USER______ I knowwishful thinking. My Humira shot doesn't even work for me anymore and when it does I get so sick.
en_15575,я не люблю принимать сероквель на ночь. меня все время раздражает на следующий день. что-то о чувстве вялости и сонливости. аааа.,1,translated_en,tweet,ru,SMM4H_26_train,i don't like taking seroquel at night. makes me crabby the whole time the following day. something about feeling sluggish and groggy. aargh.
en_7862,от этого сероквеля мне хотелось спать чертовски весь чертов день,1,translated_en,tweet,ru,SMM4H_26_train,that seroquel had me sleepy as fuck alllll damn day
en_17914,"ривароксабан 2/2, если бы я мог плавать в космосе в невесомости, подозреваю, у меня бы не болело. но мне не так уж нужно избавляться от ривароксабана.",1,translated_en,tweet,ru,SMM4H_26_train,rivaroxaban 2/2 if i could float weightless in space i suspect i would not ache. but i can't so need rid of rivaroxaban.
en_7077,"Боже, нет ничего хуже, чем никотиновая абстиненция",1,translated_en,tweet,ru,SMM4H_26_train,god there is nothing worse than nicotine withdrawal
en_3259,"@USER_________ не то чтобы я когда-либо замечал. я принимал его с венлафаксином, и он определенно вызывал у меня сонливость",1,translated_en,tweet,ru,SMM4H_26_train,"@USER_________ not that i ever noticed. i was taking it with venlafaxine, and it definitely made me drowsy"
en_8586,"болеть каждое утро – это очень стареть. не уверен, что это тревога или мое тело привыкает к паксилу.  кто-нибудь знает?",1,translated_en,tweet,ru,SMM4H_26_train,being sick every morning is getting really old. not sure if anxiety or my body getting used to paxil.  anyone know?
en_3126,эта сухость во рту от сероквеля становится странной,1,translated_en,tweet,ru,SMM4H_26_train,this seroquel-dry-mouth thing is getting weird
en_5251,"почти уверен, что от моего выванса у меня кружится голова и болит грудь. ?",1,translated_en,tweet,ru,SMM4H_26_train,pretty sure my vyvanse is making me dizzy and making my chest hurt. ?
en_9739,"выпей тразодон, у меня чертовски сухо во рту",1,translated_en,tweet,ru,SMM4H_26_train,pop a trazodone i have fuckin dry mouth
en_11379,"Кстати, тисабри вызывает увеличение веса. как и боль в теле/неспособность тренироваться. вздох. #fuckms",1,translated_en,tweet,ru,SMM4H_26_train,on a related note: tysabri causes weight gain. as does body pain/inability to exercise. sigh. #fuckms
en_17771,"FDA нуждается в предупреждающей табличке на вывансе: «употребление этого препарата может привести к серьезному ОКР/многим ненужным часам на работе» HTTPURL________________ 1
я думаю, что вывансе нужна хорошая идея, я просто хочу поспать 1
@USER__________ счастливая сука, я сегодня принял выванс, потому что он заставляет меня не есть, я просто хочу иметь возможность есть, тьфу 1
@USER______ да, когда я принимаю вывансе, любая еда выглядит/звучит/на вкус чертовски отвратительно 1
думаю, это то, что я получу за удвоение своего выванса #nosleep 1
@USER___: играть в лиге на вывансе чертовски стрессово.  обратно в публику, я иду!	1
мне нужно остановить выванс, что это дерьмо может трахнуть тебе голову 1
Выванс полностью испортил мне сон, но мне это тоже нужно для учебы 1
'@USER___________: вытащил выванс, я потею#schoollife 1
Каждый день я принимаю выванс, следующей ночью я сплю меньше».",1,translated_en,tweet,ru,SMM4H_26_train,"fda needs a warning label on vyvanse: ""consumption of this drug may result in major ocd/many unneeded hrs at work"" HTTPURL________________	1
i guess that vyvanse want a good idea i just want to sleeeeep	1
@USER__________ lucky bitch i took vyvanse today as it makes me not eat i just wanna be able to wanna eat ugh	1
@USER______ yeah when i take vyvanse any food just looks/sounds/tastes fucking disgusting	1
i guess this is what i get for doubling my vyvanse #nosleep	1
@USER___: playing league while on vyvanse is too damn stressful.  back to public i go!	1
i need to stop the vyvanse that shit can fuck with your head	1
vyvanse completely fucks up my sleep smh but i need it to study too	1
'@USER___________: popped a vyvanse im sweatin'#schoollife	1
every day i take a vyvanse, i sleep less the next night."""
en_465,"действуйте сейчас и получите наш роскошный набор cyde-fx абсолютно бесплатно! испытайте осознанные сновидения и сонный паралич, как никогда раньше! #кветиапин",1,translated_en,tweet,ru,SMM4H_26_train,act now and get our deluxe cyde-fx set absolutely free! experience lucid dreaming and sleep paralysis like never before! #quetiapine
en_11285,"меня что-то тошнит. не знаю, это побочный эффект от вибрида, или мне нужно есть больше, или что-то в этом роде. неприятно.",1,translated_en,tweet,ru,SMM4H_26_train,i'm sort of nauseous. don't know if it's a side effect of the viibryd or i need to eat more or what. unpleasant.
en_11333,являются ли беспокойство и бессонница частыми побочными эффектами #ламиктала / #ламотриджина?,1,translated_en,tweet,ru,SMM4H_26_train,are restlessness and insomnia common side-effects of #lamictal / #lamotrigine?
en_2647,"@USER____ стал инвалидом с октября 2009 года благодаря всего лишь 12 таблеткам ципро... беги, спасая свою жизнь! Разрыв сухожилия – это лишь верхушка айсберга.",1,translated_en,tweet,ru,SMM4H_26_train,@USER____ crippled since oct of '09 thanks to just 12 cipro pills here...run for your life! tendon rupture is only the tip of the iceberg.
en_4194,"Самое расстраивающее в «Пособии серебряных подкладок» то, как Брэдли Купер может принимать сероквель и при этом оставаться в форме.",1,translated_en,tweet,ru,SMM4H_26_train,"The most upsetting thing about Silver Linings Playbook, is how Bradley Cooper can take Seroquel and still stay in shape."
en_738,"эта зипрекса действительно делает ваши голосовые связки великолепными, только из-за нее вы так сильно набираете вес",1,translated_en,tweet,ru,SMM4H_26_train,that zyprexa really makes your vocal chords marvelous only it makes you gain so much weight
en_12083,"так несправедливо, что я никогда не получаю хороших побочных эффектов от лекарств. ативан, сероквель и ампер; ambien xr заставляет меня чувствовать себя настолько пьяным, что я не могу ходить и amp; меня тошнит",1,translated_en,tweet,ru,SMM4H_26_train,"so unfair, i never get the good side effects of meds. ativan, seroquel, &amp; ambien xr make me feel so drink i cant really walk &amp; im nauseated"
en_9984,"@USER, я принимаю тразодон для лечения #insomina &amp; мне все еще трудно заснуть, или мне снятся сумасшедшие сны, которые меня будят!?! #ozsleep",1,translated_en,tweet,ru,SMM4H_26_train,@USER i take trazodone for my #insomina &amp; still have a hard time falling asleep or i end up having crazy dreams that wake me up!?! #ozsleep
en_11721,"изменилось только с момента перехода с lexapro на cymbalta: теперь я мог бы заметить, если бы меня ударили копьем в промежность во время рыцарского турнира",1,translated_en,tweet,ru,SMM4H_26_train,only change so far since switching from lexapro to cymbalta: now i might notice if i got hit in the crotch w/ a lance in a jousting accident
en_14058,"Хотя мои жалобы на то, что я толстый, выглядели довольно комично рядом с моим братом, с его увеличением веса, вызванным оланзапином.",1,translated_en,tweet,ru,SMM4H_26_train,"Although my bitching about being fat did look a but comical next to my brother, with his olanzapine induced weight gain."
en_3686,никотиновая абстиненция #2daysdown #forevertogo #головная боль #раздражительность #слишком многохэштегов #makeitstop,1,translated_en,tweet,ru,SMM4H_26_train,nicotine withdrawals #2daysdown #forevertogo #headache #irritable #toomanyhashtags #makeitstop
en_5505,выванс заставляет меня слишком много думать?,1,translated_en,tweet,ru,SMM4H_26_train,vyvanse makes me think too much ?
en_9487,"@USER___________ цимбалта. Дозировка в 3 раза больше, чем я когда-то принимал... все психоделическое и отвратное. все еще благодарен за лекарства!",1,translated_en,tweet,ru,SMM4H_26_train,@USER___________ cymbalta. 3x the dosage i was once on...everything is psychedelic and yuck. still grateful for meds!
en_12640,"кто-нибудь знает, меньше ли прибавка #веса при приеме #оланзапина в сочетании с #прозаком (#symbyax), чем при приеме только оланзапина?",1,translated_en,tweet,ru,SMM4H_26_train,does anyone know if the #weight gain is less in #olanzapine combined with #prozac(#symbyax) than in olanzapine alone?
en_12644,"Я не принял флуоксетин сегодня утром, потому что забыл и весь день был таким трясущимся и уставшим, это что-то вроде абстинентного синдрома?",1,translated_en,tweet,ru,SMM4H_26_train,"didnt take my fluoxetine this morning because i forgot and i've been so shaky and tired all day, is this like, withdrawal symptoms?"
en_12997,"Паксил, почему ты не даешь мне поспать?!?",1,translated_en,tweet,ru,SMM4H_26_train,paxil why you not let me sleep?!?
en_13601,@USER__________ quetiapine withdrawals.,1,translated_en,tweet,ru,SMM4H_26_train,@USER__________ quetiapine withdrawals.
en_14485,"Господи, как я только что проснулся? спасибо тразодону за то, что разрушил мою жизнь.",1,translated_en,tweet,ru,SMM4H_26_train,dear lord how did i just now wake up? thank you trazodone for ruining my life.
en_15205,"Cymbalta первой разорвала наше соглашение о стрессовом недержании!  это как Ниагарский водопад, когда я кашляю.",1,translated_en,tweet,ru,SMM4H_26_train,cymbalta tore up our stress incontinence agreement first!  it's like niagara falls when i cough.
en_5835,"я больше не могу даже, черт возьми, ограничивать. я просто ем и ем. возможно, это из-за зипрексы. другое лекарство должно помочь с этим, но я не знаю.",1,translated_en,tweet,ru,SMM4H_26_train,"i can't even fucking restrict anymore. i just eat, and eat. maybe it's bc of the zyprexa. the other med should help with that, but idk."
en_10766,"@USER_________ Вероятно, это комбинация с моим флуоксетином. Но я не могу перенести это на ночь, мне снятся плохие сны.",1,translated_en,tweet,ru,SMM4H_26_train,"@USER_________ Probably the combination with my fluoxetine. But I can't move that to night time, it makes me have bad dreams."
en_14390,@USER________ моей маме 72 года. Она сменила антидепрессанты с осины тразодона на золофт. у нее зуд кожи головы и выпадение волос. может ли это быть,1,translated_en,tweet,ru,SMM4H_26_train,@USER________ my mom is aged 72. she changed anti-depressants from aspen trazodone to zoloft. she has itchy scalp &amp; hairloss. could this be
en_11465,"сейчас 6 утра, а ты все еще не спишь, пошел ты на хуй, выванс",1,translated_en,tweet,ru,SMM4H_26_train,it's 6 am and still no sleep fuck you vyvanse
en_7317,@USER________ В июле 2010 года мне прописали виктозу от ожирения. С тех пор я болею. злой наркотик #диабет,1,translated_en,tweet,ru,SMM4H_26_train,@USER________ i was prescribed victoza for obesity in july 2010. i have been ill ever since. evil drug #diabetes
en_5741,"ненавижу, как выванс заставляет меня обо всем думать, и это злит меня на вещи, на которые мне даже не следует злиться",1,translated_en,tweet,ru,SMM4H_26_train,i hate how vyvanse makes me over think everything and it makes me angry about things that i shouldn't even be angry about
en_14483,"У кого-нибудь есть симптомы повреждения нервов (например, мс) от энбрела или хумиры? #ревм",1,translated_en,tweet,ru,SMM4H_26_train,anyone have nerve damage symptoms (ms like) from enbrel or humira? #rheum
en_6844,@USER_________ сочетание их с кветиапином вызывает у меня галлюцинации :/,1,translated_en,tweet,ru,SMM4H_26_train,@USER_________ combining them with the quetiapine makes me hallucinate :/
en_7122,"@USER_____ @USER__ @USER________ #mhchat ламотриджин также приводит к тому, что я сплю меньше часов в сутки",1,translated_en,tweet,ru,SMM4H_26_train,@USER_____ @USER__ @USER________ #mhchat lamotrigine also causes me to have fewer hours sleep a night
en_3215,от этой пастилки у меня немеет весь рот... это нормально?,1,translated_en,tweet,ru,SMM4H_26_train,this lozenge is making my whole mouth numb... is that normal?
en_2766,Побочными эффектами кветиапина являются повышенный аппетит и тяга к нему. все это имеет смысл. ??????,1,translated_en,tweet,ru,SMM4H_26_train,quetiapine side affects are increased appetite and cravings. it all makes sense. ??????
en_8660,"@USER___________ выход из эффексора был худшим за всю историю. даже мой врач боялся, что я это сделаю, но побочные эффекты не оставили мне выбора.",1,translated_en,tweet,ru,SMM4H_26_train,@USER___________ coming off effexor was the worst ever. even my doctor was terrified of me doing it but the side effects left me no choice.
en_4117,"ладно, этот метопролол не игра. если не считать периодических болей в груди при дыхании, со мной все в порядке. ?",1,translated_en,tweet,ru,SMM4H_26_train,"okay, this metoprolol is not a game. aside from the occasional chest pain when i breathe, i'm fine. ?"
en_13050,"@USER_____ я прошел генный тест на тисабри, думаю, он может вызвать смертельное заболевание головного мозга. мои шансы невелики.. но эта чушь жуткая.",1,translated_en,tweet,ru,SMM4H_26_train,@USER_____ i had a gene test for tysabri i guess it can cause a fatal brain disorder. my chances are low.. but that crap is creepy.
en_7747,"@USER_____ @USER_____ амил не так уж и плох, паксил все замедляет, с галдолом все в порядке, а с халдолом .. я не знаю, как объяснить, что он делает",1,translated_en,tweet,ru,SMM4H_26_train,"@USER_____ @USER_____ amil isnt so bad, paxil makes everything slow and haldol is ok, and haldol  .. i dunno how to explain what it does"
en_616,@USER_____ ты принимаешь эффексор?,0,translated_en,tweet,ru,SMM4H_26_train,@USER_____ r u taking the effexor?
en_17309,Является ли гормональная терапия жизнеспособной альтернативой химиотерапии для женщин с раком молочной железы? HTTPURL________________,0,translated_en,tweet,ru,SMM4H_26_train,Is hormone therapy a viable alternative to chemotherapy for women with breast cancer? HTTPURL________________
en_6432,"Я не принимал фловент, так что у меня может случиться приступ астмы, а может и не быть, упс",0,translated_en,tweet,ru,SMM4H_26_train,haven't been taking my flovent so i may or may not have an asthma attack oops
en_13064,"Итак, эта программа помощи Хумире даже отправит вам на дом *звонок*, чтобы помочь вам сделать первую инъекцию. святое дерьмо.",0,translated_en,tweet,ru,SMM4H_26_train,"so, this humira assistance program will even send an rn *to your house* to help you do the first injection. holy crap."
en_9322,"Господи, будь леденцом для горла!!! #новичок",0,translated_en,tweet,ru,SMM4H_26_train,jesus be a throat lozenge!!! #novoice
en_14533,@USER________ У меня есть рецепт на тразодон и клонидин.  Выбери свой яд.,0,translated_en,tweet,ru,SMM4H_26_train,@USER________  I have prescription Trazodone and Clonidine.  Pick your poison.
en_3433,"буквально только что посмотрел рекламу янувии, и все было о побочных эффектах смерти, пока люди улыбались и смеялись.",0,translated_en,tweet,ru,SMM4H_26_train,literally just watched a commercial for januvia and the entire thing was about side effects of death while people were smiling and laughing.
en_15993,Насладился отличным обедом в # Economicclubofwash с участием #Christophercrane #ceoExelon Exelon только что купил Pepco,0,translated_en,tweet,ru,SMM4H_26_train,Enjoyed a great lunch at #economicclubofwash featuring #Christophercrane #ceoExelon Exelon just bought pepco
en_17662,"@USER____ miralax, что это еще, спасибо тебе, рк",0,translated_en,tweet,ru,SMM4H_26_train,@USER____ miralax what is that also thank u u rck
