id,text,label,origin,type,language,split,text_original
en_2769,"@USER__ mes anciens ont mis 2 jours pour les retraits mais effexor sur lequel je suis maintenant, je les recevrai le lendemain :/ j'aimerais pouvoir vous envoyer un e-mail de valium",1,translated_en,tweet,fr,SMM4H_26_train,@USER__ my old ones took 2 days for withdrawals but effexor which i'm on now i will get them the next day :/ i wish i could email you valium
en_14841,"@USER___________ aucun sexe légitime sous prozac ne m'a légitimement marqué à vie. j'emmerde cette merde pour de vrai, fuyez-les",1,translated_en,tweet,fr,SMM4H_26_train,@USER___________ no legit sex on prozac has legit scarred me for life. fuck this shit for real runaway from them
en_4548,"la trazodone ne fonctionne pas. Je ne peux pas prendre Seroquel à 4h30 ou je ne me réveillerai qu'après 14h. coincé, douloureusement réveillé.",1,translated_en,tweet,fr,SMM4H_26_train,"trazodone isn't working. can't take seroquel at 430 am or i won't wake up until after 2 pm. stuck, painfully awake."
en_8418,je n'aurais pas dû prendre 80 mg de vyvanse aujourd'hui... #cantsleep,1,translated_en,tweet,fr,SMM4H_26_train,shouldn't have taken 80mg of vyvanse today... #cantsleep
en_9409,quand la dépression sort causée par cette foutue lévofloxacine :)),1,translated_en,tweet,fr,SMM4H_26_train,when the depression is coming out caused by this damn levofloxacin :))
en_14712,".@USER__________ enfin, un bon effet secondaire. je ne pouvais pas revenir sur seroquel en raison du risque de diabète.",1,translated_en,tweet,fr,SMM4H_26_train,".@USER__________ at last, a good side effect. couldn't go back on seroquel due to diabetes risk."
en_2633,"@USER_______ je suis sur Cypro. en fait, en mourant à Chypre",1,translated_en,tweet,fr,SMM4H_26_train,@USER_______ im on cypro . actually in dying on cypro
en_1223,"-9,5 livres en 14 jours. évident maintenant que j'aurais dû arrêter la quétiapine il y a très longtemps avant de me retrouver dans cet état",1,translated_en,tweet,fr,SMM4H_26_train,-9.5lbs in 14 days. obvious now that i should have stopped the quetiapine a long long time ago before i got in this state
en_1019,je vais regarder le lever du soleil... vyvanse m'a fait me lever. je n'ai dormi qu'environ 2 heures au cours des dernières 48 heures. 150 mg m'ont fait foutre,1,translated_en,tweet,fr,SMM4H_26_train,gonna watch the sunrise.. vyvanse got me up. i have only slept about 2 hours in the past 48 hours. 150mg got me fucked up
en_15294,Amis #eds ! quelqu'un a pris du #cipro ? complications (antibiotiques) ?? le gros effet secondaire est la rupture du tendon... je pensais que mon docteur le saurait mieux ?,1,translated_en,tweet,fr,SMM4H_26_train,#eds friends! anybody taken #cipro? (antibiotic) complications?? big side effect is tendon rupture...figured my dr would know better?
en_8421,"@USER_____ pastilles de nicotine. si je me laisse aller à la dinde froide, je ne peux pas penser (ou voir) clairement, donc je ne peux pas travailler.",1,translated_en,tweet,fr,SMM4H_26_train,"@USER_____ nicotine lozenges. if i go cold turkey i can't think (or see) straight, so i can't work."
en_16840,"moi : je me sens bien, je regarde la télé... publicité swiffer #lamotrigine : Mdr, faisons pleurer cette salope devant... une putain de publicité swiffer.",1,translated_en,tweet,fr,SMM4H_26_train,"me : feeling fine, watching tv ... swiffer commercial #lamotrigine : Lol lets make the bitch cry at this... a fucking swiffer commercial."
en_4542,"@USER__________ non, j'étais sous #enbrel pendant 5 ans et amp; a dû descendre à cause d'une poussée incessante. je prends #humira depuis décembre 2012. #rheum",1,translated_en,tweet,fr,SMM4H_26_train,"@USER__________  nope, was on #enbrel 5yrs &amp; had to get off due to unrelenting flare. been on #humira since dec 2012. #rheum"
en_7102,seroquel est arrivé. La question est maintenant : quand est-ce que je veux être zombifié ?,1,translated_en,tweet,fr,SMM4H_26_train,seroquel has arrived. question now is when do i want to be zombified?
en_10342,"la journée a été un bon départ. opticiens manqués et j'ai dormi une journée entière. assis ici, le visage déchiré, avec des cheveux gras et non lavés. pieds enflés à cause de l'olanzapine.",1,translated_en,tweet,fr,SMM4H_26_train,"day has been a right off. missed opticians&amp;slept aw day. sitting here torn faced, wi greasy hair&amp;unwashed. swollen feet thx to olanzapine."
en_14586,Je viens d'apprendre qu'un mec de la famille de mon ami était dans le coma à cause du médicament (zyprexa) qui m'avait été prescrit.,1,translated_en,tweet,fr,SMM4H_26_train,i just found out that some dude from my friend's family was in a coma because of that drug (zyprexa) i was prescribed.
en_9576,@USER________ ...mes anciens ! plus la caféine le matin les contrecarre assez bien alors que les gueules de bois à la quétiapine étaient immuables,1,translated_en,tweet,fr,SMM4H_26_train,@USER________ ...my old ones! plus caffeine in the morning counteracts these quite nicely whereas quetiapine hangovers were unshiftable
en_2262,"depuis que j'ai échangé mes doses de quétiapine, ma faim et mes envies sont devenues tellement intenses !",1,translated_en,tweet,fr,SMM4H_26_train,"since swapping my quetiapine doses around, my hunger and cravings have gotten so bad!"
en_7801,@USER_________ - hoche la tête - mon côté zombie lorsque je me réveille pour la première fois le matin vient également principalement de mes médicaments du soir (seroquel).,1,translated_en,tweet,fr,SMM4H_26_train,@USER_________  -nods-  my zombie-ness when i first wake up in the morning is mostly from my nightly meds too (seroquel).
en_12728,"aussi, ouais, dépendance. ce sont des drogues dont j'ai besoin pour vivre, mais ça reste une dépendance. chaque fois que j'ai un ""mal de tête paxil"", je m'en rends compte. tant pis.",1,translated_en,tweet,fr,SMM4H_26_train,"also, yay addiction. it's drugs i need for living, but it's still dependance. every time i get a ""paxil headache"" i realize this. oh well."
en_8689,le temps de mon trajet. je me demande si je vais faire face à ça tous les jours. c'est comme patauger dans la mélasse et se lever si tôt sous olanzapine,1,translated_en,tweet,fr,SMM4H_26_train,time for my commute. wondering if i'm going to cope with this everyday. it's like wading through treacle getting up so early on olanzapine
en_15552,mon corps n'est tellement pas prêt pour cette séroquel. je n'ai jamais eu d'antidépresseur qui m'a assommé à un quart de dose avant o _o,1,translated_en,tweet,fr,SMM4H_26_train,my body is so not ready for this seroquel. never had an antidepressant knock me the fuck out at a quarter dose before o _o
en_2342,"effexor rêve, maintenant avec lucidité. j'accorde le pouvoir de voler ?",1,translated_en,tweet,fr,SMM4H_26_train,"effexor dreams, now with lucidity. i grant the power of flight?"
en_5786,@USER_________ q me donne faim. l'olanzapine m'a donné envie de manger mon propre bras !,1,translated_en,tweet,fr,SMM4H_26_train,@USER_________ q makes me hungry. olanzapine made me want to eat my own arm!
en_4618,"@USER____ arrêter la lamotrigine a été aussi mauvais que d'en prendre. mal de ventre, fatigue, sentiment de déconnexion",1,translated_en,tweet,fr,SMM4H_26_train,"@USER____ coming off lamotrigine has been as bad as going up on it. poorly tummy, tiredness, feeling disconnected"
en_4497,je suis défoncé sur vyvanse.,1,translated_en,tweet,fr,SMM4H_26_train,i'm high af on vyvanse.
en_14098,"@USER___ a arrêté Zoloft d'un seul coup après que je sois devenu suicidaire, a arrêté Effexor parce que j'étais engourdi.",1,translated_en,tweet,fr,SMM4H_26_train,"@USER___ stopped Zoloft cold turkey after I became suicidal, stopped Effexor because I was numb."
en_3710,"@USER______, et maintenant je suis sur Humira avec juste les ballonnements à combattre. Les choses deviennent parfois super merdiques dans tous les sens du terme. Mais reste fort xx",1,translated_en,tweet,fr,SMM4H_26_train,"@USER______ to it, and now I'm on Humira with just the bloat to battle. Things sometimes get super shitty in every sense. But stay strong xx"
en_17435,"si votre médecin vous prescrit du séroquel hors AMM, il veut juste que vous le prescriviez. je suis muet.",1,translated_en,tweet,fr,SMM4H_26_train,"if your doctor prescribes you seroquel off label, they just want you to stfu. i'm a mute."
en_10855,"@USER______ @USER________ @USER_________ ah oui, je commence à penser que ma paroxétine transforme les crises de panique en graisse.",1,translated_en,tweet,fr,SMM4H_26_train,"@USER______ @USER________ @USER_________ ah yes, I'm starting to think my paroxetine turns panic attacks into fat."
en_13771,"@USER___ même chose avec la venlafaxine, 1 utilisatrice à qui j'ai parlé il y a des années a arrêté de la prendre lorsqu'elle a commencé à avoir de l'acide comme des voyages, perdant des heures à la fois",1,translated_en,tweet,fr,SMM4H_26_train,"@USER___ same with venlafaxine, 1 user I spoke to yrs ago stopped taking that when she started having acid like trips losing hours at a time"
en_6012,'@USER______ : mon vyvanse me rend nocturne ??',1,translated_en,tweet,fr,SMM4H_26_train,'@USER______: my vyvanse makes me nocturnal ??'
en_8110,@USER_______ J'aurais bien aimé que mon médecin me dise que Cipro pourrait me désactiver à vie !  il n’en a jamais été question.  maintenant je suis paralysé.,1,translated_en,tweet,fr,SMM4H_26_train,@USER_______ i sure wish my doctor had told me cipro could disable me for life!  there was never any mention of that.  now i'm crippled.
en_9108,"@USER_____ si vous prenez #humira et que vous avez des problèmes respiratoires - consultez votre doc.  c'est comme ça que tout a commencé pour moi.  sois bien.  agréable discussion,",1,translated_en,tweet,fr,SMM4H_26_train,"@USER_____ if u r on #humira and have respiratory probs - see ur doc.  that;s how it all started of me.  be well.  nice chatting,"
en_14580,je n'aime pas prendre de l'olanzapine car ce sont les effets secondaires de l'olanzapine qui ont été confondus avec des symptômes négatifs de la schizophrénie,1,translated_en,tweet,fr,SMM4H_26_train,i resent taking olanzapine as it is the side effects of olanzapine that were mistaken for negative symptoms of schizophrenia
en_11907,rt @USER_______ : @USER__________ c'est peut-être juste un truc de addict au vyvanse rt @USER________ : rien de plus satisfaisant que de traverser quelque chose de',1,translated_en,tweet,fr,SMM4H_26_train,rt @USER_______: @USER__________ maybe it's just a vyvanse addict thing rt @USER_______: nothing more satisfying than crossing something of'
en_11002,"si vous prenez du vyvanse, pouvons-nous s'il vous plaît discuter des effets secondaires très rapidement, ce qui arrive à mon système digestif",1,translated_en,tweet,fr,SMM4H_26_train,if you're taking vyvanse can we please discuss side effects real quick wtf is happening to my digestive system
en_16109,nb : pas psychotique ;) seroquel utilisé hors AMM pour le SSPT. J'ai soulagé de nombreux symptômes et aidé à dormir. mais les effets secondaires - prise de poids - provoquaient une douleur terrible.,1,translated_en,tweet,fr,SMM4H_26_train,"nb: not psychotic ;) seroquel used off-label for ptsd. ctl'd many sympts, helped sleep. but side fx - weight gain - caused terrible pain."
en_16947,"@USER_______ je prends de la quétiapine et c'est censé me détendre, je finis par m'endormir en 2 heures. mon cerveau est toujours dispersé haha",1,translated_en,tweet,fr,SMM4H_26_train,@USER_______ i take quetiapine and it's supposed to just relax me i end up falling asleep within 2 hours. my brain's always scattered haha
en_12881,"@USER________ la quétiapine m'a frappé sur le côté pendant une semaine, puis je me suis soudainement réveillé activé. Puis rechute, dose augmentée, activée, etc.",1,translated_en,tweet,fr,SMM4H_26_train,"@USER________ quetiapine knocked me sidewards for a week then I suddenly woke up activated. Then relapsed, upped dose, activated & so on"
en_4570,@USER___________ considérez-vous chanceux si cela ne fait que vous rendre étourdi et malade !  cipro m'a paralysé ainsi que d'innombrables autres.,1,translated_en,tweet,fr,SMM4H_26_train,@USER___________ consider yourself lucky if all it does is make you dizzy and sick!  cipro crippled me and countless others.
en_15230,abandonner le paxil cr Cold Turkey est quelque chose que vous ne devriez jamais faire si vous appréciez vos cellules cérébrales.,1,translated_en,tweet,fr,SMM4H_26_train,going off paxil cr cold turkey is something you should never ever do if you value your brain cells.
en_10840,"@USER______ ouais, je ne pourrais pas fonctionner sans dormir donc je comprends. avec la fluoxétine, je ne dors pas aussi bien, mais je dors toujours x",1,translated_en,tweet,fr,SMM4H_26_train,"@USER______ yeah, i couldn't function without sleep so i understand. with fluoxetine, im not sleeping as well, but still sleeping x"
en_5241,"deux semaines de retour sur paxil. Je n'ai plus de pensées ou de sentiments déprimés, mais je n'ai plus aucun sentiment non plus.",1,translated_en,tweet,fr,SMM4H_26_train,two weeks back on paxil. i have no more depressed thoughts or feeling ls but i also have no feelings at all again.
en_10662,"@USER______ Je fais un vœu pieux. Mon injection d'Humira ne fonctionne même plus pour moi et quand c'est le cas, je tombe très malade.",1,translated_en,tweet,fr,SMM4H_26_train,@USER______ I knowwishful thinking. My Humira shot doesn't even work for me anymore and when it does I get so sick.
en_15575,je n'aime pas prendre du seroquel le soir. me rend grincheux tout le temps le lendemain. quelque chose à propos de se sentir paresseux et groggy. aargh.,1,translated_en,tweet,fr,SMM4H_26_train,i don't like taking seroquel at night. makes me crabby the whole time the following day. something about feeling sluggish and groggy. aargh.
en_7862,ce seroquel m'a endormi comme de la merde toute la putain de journée,1,translated_en,tweet,fr,SMM4H_26_train,that seroquel had me sleepy as fuck alllll damn day
en_17914,"rivaroxaban 2/2 si je pouvais flotter en apesanteur dans l'espace, je pense que je n'aurais pas mal. mais je ne peux pas vraiment avoir besoin de me débarrasser du rivaroxaban.",1,translated_en,tweet,fr,SMM4H_26_train,rivaroxaban 2/2 if i could float weightless in space i suspect i would not ache. but i can't so need rid of rivaroxaban.
en_7077,"mon Dieu, il n'y a rien de pire que le sevrage à la nicotine",1,translated_en,tweet,fr,SMM4H_26_train,god there is nothing worse than nicotine withdrawal
en_3259,"@USER_________ pas que je l'ai jamais remarqué. je le prenais avec de la venlafaxine, et ça m'a définitivement rendu somnolent",1,translated_en,tweet,fr,SMM4H_26_train,"@USER_________ not that i ever noticed. i was taking it with venlafaxine, and it definitely made me drowsy"
en_8586,"être malade tous les matins, ça devient vraiment vieux. Je ne sais pas si l'anxiété ou mon corps s'habitue au paxil.  quelqu'un sait ?",1,translated_en,tweet,fr,SMM4H_26_train,being sick every morning is getting really old. not sure if anxiety or my body getting used to paxil.  anyone know?
en_3126,ce truc de séroquel-bouche sèche devient bizarre,1,translated_en,tweet,fr,SMM4H_26_train,this seroquel-dry-mouth thing is getting weird
en_5251,je suis presque sûr que mon vyvanse me donne le vertige et me fait mal à la poitrine. ?,1,translated_en,tweet,fr,SMM4H_26_train,pretty sure my vyvanse is making me dizzy and making my chest hurt. ?
en_9739,"prends une trazodone, j'ai la bouche sèche",1,translated_en,tweet,fr,SMM4H_26_train,pop a trazodone i have fuckin dry mouth
en_11379,sur une note connexe : le tysabri provoque une prise de poids. tout comme les douleurs corporelles/incapacité à faire de l’exercice. soupir. #fuckms,1,translated_en,tweet,fr,SMM4H_26_train,on a related note: tysabri causes weight gain. as does body pain/inability to exercise. sigh. #fuckms
en_17771,"La FDA a besoin d'une étiquette d'avertissement sur le vyvanse : ""la consommation de ce médicament peut entraîner des TOC majeurs/de nombreuses heures de travail inutiles"" HTTPURL________________ 1
je suppose que Vyvanse veut une bonne idée, je veux juste dormir 1
@USER__________ salope chanceuse, j'ai pris du vyvanse aujourd'hui car ça m'empêche de manger, je veux juste pouvoir manger pouah 1
@USER______ ouais, quand je prends du vyvanse, n'importe quelle nourriture a l'air/sonne/goût putain de dégoûtant 1
je suppose que c'est ce que j'obtiens en doublant mon vyvanse #nosleep 1
@USER___ : jouer à la ligue pendant que je suis sur vyvanse est trop stressant.  retour au public j'y vais !	1
je dois arrêter le vyvanse, cette merde peut te foutre la tête 1
vyvanse fout complètement mon sommeil smh mais j'en ai besoin pour étudier aussi 1
'@USER___________ : j'ai sauté un vyvanse, je transpire'#schoollife 1
chaque jour je prends un vyvanse, je dors moins la nuit suivante.""",1,translated_en,tweet,fr,SMM4H_26_train,"fda needs a warning label on vyvanse: ""consumption of this drug may result in major ocd/many unneeded hrs at work"" HTTPURL________________	1
i guess that vyvanse want a good idea i just want to sleeeeep	1
@USER__________ lucky bitch i took vyvanse today as it makes me not eat i just wanna be able to wanna eat ugh	1
@USER______ yeah when i take vyvanse any food just looks/sounds/tastes fucking disgusting	1
i guess this is what i get for doubling my vyvanse #nosleep	1
@USER___: playing league while on vyvanse is too damn stressful.  back to public i go!	1
i need to stop the vyvanse that shit can fuck with your head	1
vyvanse completely fucks up my sleep smh but i need it to study too	1
'@USER___________: popped a vyvanse im sweatin'#schoollife	1
every day i take a vyvanse, i sleep less the next night."""
en_465,agissez maintenant et obtenez notre ensemble cyde-fx de luxe absolument gratuit ! faites l'expérience du rêve lucide et de la paralysie du sommeil comme jamais auparavant ! #quétiapine,1,translated_en,tweet,fr,SMM4H_26_train,act now and get our deluxe cyde-fx set absolutely free! experience lucid dreaming and sleep paralysis like never before! #quetiapine
en_11285,j'ai un peu la nausée. Je ne sais pas si c'est un effet secondaire du viibryd ou si j'ai besoin de manger plus ou quoi. désagréable.,1,translated_en,tweet,fr,SMM4H_26_train,i'm sort of nauseous. don't know if it's a side effect of the viibryd or i need to eat more or what. unpleasant.
en_11333,l'agitation et l'insomnie sont-elles des effets secondaires courants du #lamictal / #lamotrigine ?,1,translated_en,tweet,fr,SMM4H_26_train,are restlessness and insomnia common side-effects of #lamictal / #lamotrigine?
en_2647,@USER____ paralysé depuis octobre 2009 grâce à seulement 12 pilules de cipro ici... courez pour sauver votre vie ! la rupture du tendon n’est que la pointe de l’iceberg.,1,translated_en,tweet,fr,SMM4H_26_train,@USER____ crippled since oct of '09 thanks to just 12 cipro pills here...run for your life! tendon rupture is only the tip of the iceberg.
en_4194,"La chose la plus bouleversante à propos de Silver Linings Playbook, c'est la façon dont Bradley Cooper peut prendre Seroquel tout en restant en forme.",1,translated_en,tweet,fr,SMM4H_26_train,"The most upsetting thing about Silver Linings Playbook, is how Bradley Cooper can take Seroquel and still stay in shape."
en_738,"ce zyprexa rend vraiment vos cordes vocales merveilleuses, mais il vous fait prendre beaucoup de poids",1,translated_en,tweet,fr,SMM4H_26_train,that zyprexa really makes your vocal chords marvelous only it makes you gain so much weight
en_12083,"c'est tellement injuste que je n'ai jamais les bons effets secondaires des médicaments. ativan, séroquel, &amp; ambien xr me fait me sentir tellement boire que je ne peux pas vraiment marcher &amp; je suis nauséeux",1,translated_en,tweet,fr,SMM4H_26_train,"so unfair, i never get the good side effects of meds. ativan, seroquel, &amp; ambien xr make me feel so drink i cant really walk &amp; im nauseated"
en_9984,@USER je prends de la trazodone pour mon #insomina &amp; j'ai encore du mal à m'endormir ou je finis par faire des rêves fous qui me réveillent !?! #ozsleep,1,translated_en,tweet,fr,SMM4H_26_train,@USER i take trazodone for my #insomina &amp; still have a hard time falling asleep or i end up having crazy dreams that wake me up!?! #ozsleep
en_11721,seul changement jusqu'à présent depuis le passage du lexapro à la cymbalta : maintenant je pourrais le remarquer si j'ai été touché à l'entrejambe avec une lance lors d'un accident de joute,1,translated_en,tweet,fr,SMM4H_26_train,only change so far since switching from lexapro to cymbalta: now i might notice if i got hit in the crotch w/ a lance in a jousting accident
en_14058,"Bien que mes râles sur le fait d'être gros semblaient un peu comiques à côté de mon frère, avec sa prise de poids induite par l'olanzapine.",1,translated_en,tweet,fr,SMM4H_26_train,"Although my bitching about being fat did look a but comical next to my brother, with his olanzapine induced weight gain."
en_3686,sevrage à la nicotine #2daysdown #forevertogo #headache #irritable #toomanyhashtags #makeitstop,1,translated_en,tweet,fr,SMM4H_26_train,nicotine withdrawals #2daysdown #forevertogo #headache #irritable #toomanyhashtags #makeitstop
en_5505,vyvanse me fait trop réfléchir ?,1,translated_en,tweet,fr,SMM4H_26_train,vyvanse makes me think too much ?
en_9487,@USER___________ cymbalta. 3x le dosage que je prenais autrefois... tout est psychédélique et beurk. toujours reconnaissant pour les médicaments !,1,translated_en,tweet,fr,SMM4H_26_train,@USER___________ cymbalta. 3x the dosage i was once on...everything is psychedelic and yuck. still grateful for meds!
en_12640,est-ce que quelqu'un sait si la prise de #poids est moindre avec l'#olanzapine associée au #prozac(#symbyax) qu'avec l'olanzapine seule ?,1,translated_en,tweet,fr,SMM4H_26_train,does anyone know if the #weight gain is less in #olanzapine combined with #prozac(#symbyax) than in olanzapine alone?
en_12644,Je n'ai pas pris ma fluoxétine ce matin parce que j'avais oublié et j'ai été très tremblante et fatiguée toute la journée. Est-ce que c'est comme des symptômes de sevrage ?,1,translated_en,tweet,fr,SMM4H_26_train,"didnt take my fluoxetine this morning because i forgot and i've been so shaky and tired all day, is this like, withdrawal symptoms?"
en_12997,paxil pourquoi tu ne me laisses pas dormir ?!?,1,translated_en,tweet,fr,SMM4H_26_train,paxil why you not let me sleep?!?
en_13601,@USER__________ retraits de quétiapine.,1,translated_en,tweet,fr,SMM4H_26_train,@USER__________ quetiapine withdrawals.
en_14485,"cher seigneur, comment ai-je pu me réveiller à l'instant ? merci trazodone d'avoir ruiné ma vie.",1,translated_en,tweet,fr,SMM4H_26_train,dear lord how did i just now wake up? thank you trazodone for ruining my life.
en_15205,cymbalta a d'abord déchiré notre accord sur l'incontinence à l'effort !  c'est comme si Niagara tombait quand je tousse.,1,translated_en,tweet,fr,SMM4H_26_train,cymbalta tore up our stress incontinence agreement first!  it's like niagara falls when i cough.
en_5835,"je ne peux même plus restreindre. je mange juste et je mange. c'est peut-être à cause du zyprexa. l'autre médicament devrait aider avec ça, mais je ne sais pas.",1,translated_en,tweet,fr,SMM4H_26_train,"i can't even fucking restrict anymore. i just eat, and eat. maybe it's bc of the zyprexa. the other med should help with that, but idk."
en_10766,"@USER_________ Probablement la combinaison avec ma fluoxétine. Mais je ne peux pas déplacer ça la nuit, ça me fait faire de mauvais rêves.",1,translated_en,tweet,fr,SMM4H_26_train,"@USER_________ Probably the combination with my fluoxetine. But I can't move that to night time, it makes me have bad dreams."
en_14390,"@USER________ ma mère a 72 ans. Elle a changé ses antidépresseurs, passant du trazodone de tremble au zoloft. elle a le cuir chevelu qui démange et elle a des démangeaisons. perte de cheveux. est-ce que ça pourrait être",1,translated_en,tweet,fr,SMM4H_26_train,@USER________ my mom is aged 72. she changed anti-depressants from aspen trazodone to zoloft. she has itchy scalp &amp; hairloss. could this be
en_11465,"il est 6 heures du matin et toujours pas de sommeil, va te faire foutre vyvanse",1,translated_en,tweet,fr,SMM4H_26_train,it's 6 am and still no sleep fuck you vyvanse
en_7317,"@USER________ On m'a prescrit du victoza pour l'obésité en juillet 2010. Depuis, je suis malade. drogue maléfique #diabète",1,translated_en,tweet,fr,SMM4H_26_train,@USER________ i was prescribed victoza for obesity in july 2010. i have been ill ever since. evil drug #diabetes
en_5741,je déteste la façon dont vyvanse me fait réfléchir à tout et cela me met en colère contre des choses pour lesquelles je ne devrais même pas être en colère,1,translated_en,tweet,fr,SMM4H_26_train,i hate how vyvanse makes me over think everything and it makes me angry about things that i shouldn't even be angry about
en_14483,Quelqu'un a-t-il des symptômes de lésions nerveuses (comme la MS) dus à Enbrel ou Humira ? #rhume,1,translated_en,tweet,fr,SMM4H_26_train,anyone have nerve damage symptoms (ms like) from enbrel or humira? #rheum
en_6844,@USER_________ les combiner avec la quétiapine me fait halluciner :/,1,translated_en,tweet,fr,SMM4H_26_train,@USER_________ combining them with the quetiapine makes me hallucinate :/
en_7122,@USER_____ @USER__ @USER________ #mhchat lamotrigine me fait également dormir moins d'heures par nuit,1,translated_en,tweet,fr,SMM4H_26_train,@USER_____ @USER__ @USER________ #mhchat lamotrigine also causes me to have fewer hours sleep a night
en_3215,cette pastille m'engourdit toute la bouche... est-ce normal ?,1,translated_en,tweet,fr,SMM4H_26_train,this lozenge is making my whole mouth numb... is that normal?
en_2766,Les effets secondaires de la quétiapine sont une augmentation de l’appétit et des fringales. tout cela a du sens. ??????,1,translated_en,tweet,fr,SMM4H_26_train,quetiapine side affects are increased appetite and cravings. it all makes sense. ??????
en_8660,"@USER___________ sortir d'effexor a été le pire de tous les temps. même mon médecin était terrifié à l'idée que je le fasse, mais les effets secondaires ne me laissaient pas le choix.",1,translated_en,tweet,fr,SMM4H_26_train,@USER___________ coming off effexor was the worst ever. even my doctor was terrified of me doing it but the side effects left me no choice.
en_4117,"ok, ce métoprolol n'est pas un jeu. à part les douleurs thoraciques occasionnelles lorsque je respire, je vais bien. ?",1,translated_en,tweet,fr,SMM4H_26_train,"okay, this metoprolol is not a game. aside from the occasional chest pain when i breathe, i'm fine. ?"
en_13050,"@USER_____ j'ai passé un test génétique pour le tysabri, je suppose que cela peut provoquer un trouble cérébral mortel. mes chances sont faibles... mais ces conneries sont effrayantes.",1,translated_en,tweet,fr,SMM4H_26_train,@USER_____ i had a gene test for tysabri i guess it can cause a fatal brain disorder. my chances are low.. but that crap is creepy.
en_7747,"@USER_____ @USER_____ amil n'est pas si mal, paxil rend tout lent et haldol va bien, et haldol .. je ne sais pas comment expliquer ce qu'il fait",1,translated_en,tweet,fr,SMM4H_26_train,"@USER_____ @USER_____ amil isnt so bad, paxil makes everything slow and haldol is ok, and haldol  .. i dunno how to explain what it does"
en_616,@USER_____ tu prends l'effexor ?,0,translated_en,tweet,fr,SMM4H_26_train,@USER_____ r u taking the effexor?
en_17309,L’hormonothérapie est-elle une alternative viable à la chimiothérapie pour les femmes atteintes d’un cancer du sein ? HTTPURL________________,0,translated_en,tweet,fr,SMM4H_26_train,Is hormone therapy a viable alternative to chemotherapy for women with breast cancer? HTTPURL________________
en_6432,Je n'ai pas pris mon Flovent donc je peux ou non avoir une crise d'asthme oups,0,translated_en,tweet,fr,SMM4H_26_train,haven't been taking my flovent so i may or may not have an asthma attack oops
en_13064,"ainsi, ce programme d'assistance humira enverra même un RN *chez vous* pour vous aider à faire la première injection. putain de merde.",0,translated_en,tweet,fr,SMM4H_26_train,"so, this humira assistance program will even send an rn *to your house* to help you do the first injection. holy crap."
