id,text,label,origin,type,language,split,text_original
en_2769,"@USER__ Die Abhebungen meiner alten Geräte dauerten 2 Tage, aber Effexor, das ich jetzt verwende, bekomme ich am nächsten Tag :/ Ich wünschte, ich könnte dir Valium per E-Mail schicken",1,translated_en,tweet,de,SMM4H_26_train,@USER__ my old ones took 2 days for withdrawals but effexor which i'm on now i will get them the next day :/ i wish i could email you valium
en_14841,"@USER___________ Kein echter Sex auf Prozac hat mich für immer gezeichnet. Scheiß auf diese Scheiße, um wirklich vor ihnen davonzulaufen",1,translated_en,tweet,de,SMM4H_26_train,@USER___________ no legit sex on prozac has legit scarred me for life. fuck this shit for real runaway from them
en_4548,"Trazodon wirkt nicht. Um 4:30 Uhr kann ich Seroquel nicht einnehmen, sonst wache ich erst nach 14 Uhr auf. stecken fest, schmerzlich wach.",1,translated_en,tweet,de,SMM4H_26_train,"trazodone isn't working. can't take seroquel at 430 am or i won't wake up until after 2 pm. stuck, painfully awake."
en_8418,Ich hätte heute nicht 80 mg Vyvanse nehmen sollen... #cantsleep,1,translated_en,tweet,de,SMM4H_26_train,shouldn't have taken 80mg of vyvanse today... #cantsleep
en_9409,wenn die durch dieses verdammte Levofloxacin verursachte Depression zum Vorschein kommt :)),1,translated_en,tweet,de,SMM4H_26_train,when the depression is coming out caused by this damn levofloxacin :))
en_14712,.@USER__________ endlich ein guter Nebeneffekt. Aufgrund des Diabetesrisikos konnte ich Seroquel nicht wieder einnehmen.,1,translated_en,tweet,de,SMM4H_26_train,".@USER__________ at last, a good side effect. couldn't go back on seroquel due to diabetes risk."
en_2633,@USER_______ ich bin auf Cypro. eigentlich im Sterben auf Cypro,1,translated_en,tweet,de,SMM4H_26_train,@USER_______ im on cypro . actually in dying on cypro
en_1223,"-9,5 Pfund in 14 Tagen. Jetzt ist es offensichtlich, dass ich das Quetiapin schon vor langer, langer Zeit hätte absetzen sollen, bevor ich in diesen Zustand geraten bin",1,translated_en,tweet,de,SMM4H_26_train,-9.5lbs in 14 days. obvious now that i should have stopped the quetiapine a long long time ago before i got in this state
en_1019,Ich werde mir den Sonnenaufgang ansehen. Vyvanse hat mich aufgeweckt. Ich habe in den letzten 48 Stunden nur etwa 2 Stunden geschlafen. 150 mg haben mich fertig gemacht,1,translated_en,tweet,de,SMM4H_26_train,gonna watch the sunrise.. vyvanse got me up. i have only slept about 2 hours in the past 48 hours. 150mg got me fucked up
en_15294,"#eds Freunde! Hat jemand #Cipro genommen? (Antibiotika-)Komplikationen?? Eine große Nebenwirkung ist ein Sehnenriss. Ich dachte, mein Arzt wüsste es besser?",1,translated_en,tweet,de,SMM4H_26_train,#eds friends! anybody taken #cipro? (antibiotic) complications?? big side effect is tendon rupture...figured my dr would know better?
en_8421,"@USER_____ Nikotinpastillen. Wenn mir kalt wird, kann ich nicht klar denken (oder sehen), also kann ich nicht arbeiten.",1,translated_en,tweet,de,SMM4H_26_train,"@USER_____ nicotine lozenges. if i go cold turkey i can't think (or see) straight, so i can't work."
en_16840,"Ich: Mir geht es gut, ich schaue fern ... Swiffer-Werbespot #lamotrigine: Lol, lasst uns die Schlampe zum Weinen bringen ... ein verdammter Swiffer-Werbespot.",1,translated_en,tweet,de,SMM4H_26_train,"me : feeling fine, watching tv ... swiffer commercial #lamotrigine : Lol lets make the bitch cry at this... a fucking swiffer commercial."
en_4542,"@USER__________ Nein, war auf #enbrel 5yrs &amp; musste wegen unerbittlichem Aufflackern aussteigen. Ich nehme seit Dezember 2012 #Humira. #Rheum",1,translated_en,tweet,de,SMM4H_26_train,"@USER__________  nope, was on #enbrel 5yrs &amp; had to get off due to unrelenting flare. been on #humira since dec 2012. #rheum"
en_7102,"Seroquel ist angekommen. Die Frage ist nun, wann möchte ich zombifiziert werden?",1,translated_en,tweet,de,SMM4H_26_train,seroquel has arrived. question now is when do i want to be zombified?
en_10342,"Der Tag war richtig gut. Ich habe den Optiker verpasst und den ganzen Tag lang geschlafen. Ich sitze hier mit zerrissenem Gesicht, mit fettigem und ungewaschenem Haar. geschwollene Füße dank Olanzapin.",1,translated_en,tweet,de,SMM4H_26_train,"day has been a right off. missed opticians&amp;slept aw day. sitting here torn faced, wi greasy hair&amp;unwashed. swollen feet thx to olanzapine."
en_14586,"Ich habe gerade herausgefunden, dass ein Typ aus der Familie meines Freundes wegen des Medikaments (Zyprexa), das mir verschrieben wurde, im Koma lag.",1,translated_en,tweet,de,SMM4H_26_train,i just found out that some dude from my friend's family was in a coma because of that drug (zyprexa) i was prescribed.
en_9576,"@USER________ ...meine alten! plus Koffein am Morgen wirkt diesen ganz gut entgegen, während Quetiapin-Kater unveränderlich waren",1,translated_en,tweet,de,SMM4H_26_train,@USER________ ...my old ones! plus caffeine in the morning counteracts these quite nicely whereas quetiapine hangovers were unshiftable
en_2262,"Seitdem ich meine Quetiapin-Dosis umgestellt habe, sind mein Hunger und mein Verlangen so stark geworden!",1,translated_en,tweet,de,SMM4H_26_train,"since swapping my quetiapine doses around, my hunger and cravings have gotten so bad!"
en_7801,"@USER_________ -nickt- Mein Zombie-Gefühl, wenn ich morgens zum ersten Mal aufwache, ist größtenteils auch auf meine nächtlichen Medikamente zurückzuführen (Seroquel).",1,translated_en,tweet,de,SMM4H_26_train,@USER_________  -nods-  my zombie-ness when i first wake up in the morning is mostly from my nightly meds too (seroquel).
en_12728,"Außerdem, juhuu, Sucht. Es sind Drogen, die ich zum Leben brauche, aber es ist immer noch eine Abhängigkeit. Jedes Mal, wenn ich „paxile Kopfschmerzen“ bekomme, wird mir das klar. nun ja.",1,translated_en,tweet,de,SMM4H_26_train,"also, yay addiction. it's drugs i need for living, but it's still dependance. every time i get a ""paxil headache"" i realize this. oh well."
en_8689,"Zeit für meinen Weg zur Arbeit. Ich frage mich, ob ich damit jeden Tag zurechtkomme. Es ist, als würde man durch Sirup waten und so früh mit Olanzapin aufstehen",1,translated_en,tweet,de,SMM4H_26_train,time for my commute. wondering if i'm going to cope with this everyday. it's like wading through treacle getting up so early on olanzapine
en_15552,Mein Körper ist noch nicht bereit für dieses Seroquel. Ich hatte noch nie vor o _o ein Antidepressivum mit einer Vierteldosis umgehauen,1,translated_en,tweet,de,SMM4H_26_train,my body is so not ready for this seroquel. never had an antidepressant knock me the fuck out at a quarter dose before o _o
en_2342,"Effexor-Träume, jetzt mit Klarheit. Ich gewähre die Macht des Fliegens?",1,translated_en,tweet,de,SMM4H_26_train,"effexor dreams, now with lucidity. i grant the power of flight?"
en_5786,"@USER_________ q macht mich hungrig. Olanzapin hat in mir den Wunsch geweckt, meinen eigenen Arm zu essen!",1,translated_en,tweet,de,SMM4H_26_train,@USER_________ q makes me hungry. olanzapine made me want to eat my own arm!
en_4618,"@USER____ Das Absetzen von Lamotrigin war genauso schlimm wie das Aufnehmen. Unwohlsein im Bauch, Müdigkeit, Gefühl der Unverbundenheit",1,translated_en,tweet,de,SMM4H_26_train,"@USER____ coming off lamotrigine has been as bad as going up on it. poorly tummy, tiredness, feeling disconnected"
en_4497,Ich habe High Af auf Vyvanse.,1,translated_en,tweet,de,SMM4H_26_train,i'm high af on vyvanse.
en_14098,"@USER___ stoppte die Kaltentzugstherapie mit Zoloft, nachdem ich selbstmordgefährdet war, und stoppte Effexor, weil ich taub war.",1,translated_en,tweet,de,SMM4H_26_train,"@USER___ stopped Zoloft cold turkey after I became suicidal, stopped Effexor because I was numb."
en_3710,"@USER______ dazu, und jetzt bin ich auf Humira und habe nur noch mit dem Blähbauch zu kämpfen. Manchmal wird es in jeder Hinsicht total beschissen. Aber bleib stark xx",1,translated_en,tweet,de,SMM4H_26_train,"@USER______ to it, and now I'm on Humira with just the bloat to battle. Things sometimes get super shitty in every sense. But stay strong xx"
en_17435,"Wenn Ihr Arzt Ihnen Seroquel Off-Label verschreibt, möchte er nur, dass Sie Seroquel einnehmen. Ich bin stumm.",1,translated_en,tweet,de,SMM4H_26_train,"if your doctor prescribes you seroquel off label, they just want you to stfu. i'm a mute."
en_10855,"@USER______ @USER________ @USER_________ Ah ja, ich fange an zu glauben, dass mein Paroxetin Panikattacken in Fett verwandelt.",1,translated_en,tweet,de,SMM4H_26_train,"@USER______ @USER________ @USER_________ ah yes, I'm starting to think my paroxetine turns panic attacks into fat."
en_13771,"@USER___ Das Gleiche gilt für Venlafaxin. Eine Benutzerin, mit der ich vor Jahren gesprochen habe, hörte damit auf, es einzunehmen, als sie anfing, säureähnliche Trips zu bekommen, bei denen sie stundenlang verlor",1,translated_en,tweet,de,SMM4H_26_train,"@USER___ same with venlafaxine, 1 user I spoke to yrs ago stopped taking that when she started having acid like trips losing hours at a time"
en_6012,'@USER______: mein Vyvanse macht mich nachtaktiv ??',1,translated_en,tweet,de,SMM4H_26_train,'@USER______: my vyvanse makes me nocturnal ??'
en_8110,"@USER_______ Ich wünschte wirklich, mein Arzt hätte mir gesagt, dass Cipro mich lebenslang behindern könnte!  davon wurde nie etwas erwähnt.  jetzt bin ich verkrüppelt.",1,translated_en,tweet,de,SMM4H_26_train,@USER_______ i sure wish my doctor had told me cipro could disable me for life!  there was never any mention of that.  now i'm crippled.
en_9108,"@USER_____ Wenn Sie #Humira einnehmen und Atembeschwerden haben, sehen Sie sich Ihr Dokument an.  So hat bei mir alles angefangen.  Sei gesund.  nette Unterhaltung,",1,translated_en,tweet,de,SMM4H_26_train,"@USER_____ if u r on #humira and have respiratory probs - see ur doc.  that;s how it all started of me.  be well.  nice chatting,"
en_14580,"Ich lehne die Einnahme von Olanzapin ab, da die Nebenwirkungen von Olanzapin mit negativen Symptomen einer Schizophrenie verwechselt wurden",1,translated_en,tweet,de,SMM4H_26_train,i resent taking olanzapine as it is the side effects of olanzapine that were mistaken for negative symptoms of schizophrenia
en_11907,"rt @USER_______: @USER_________ Vielleicht ist es nur eine Sache mit Vyvanse-Süchtigen. rt @USER_______: Nichts ist befriedigender, als etwas zu kreuzen.",1,translated_en,tweet,de,SMM4H_26_train,rt @USER_______: @USER__________ maybe it's just a vyvanse addict thing rt @USER_______: nothing more satisfying than crossing something of'
en_11002,"Wenn Sie Vyvanse einnehmen, können wir bitte die Nebenwirkungen besprechen, ganz schnell passiert was mit meinem Verdauungssystem",1,translated_en,tweet,de,SMM4H_26_train,if you're taking vyvanse can we please discuss side effects real quick wtf is happening to my digestive system
en_16109,NB: nicht psychotisch ;) Seroquel wird Off-Label für PTBS verwendet. Lindert viele Symptome und hilft beim Einschlafen. Aber Nebenwirkungen – Gewichtszunahme – verursachten schreckliche Schmerzen.,1,translated_en,tweet,de,SMM4H_26_train,"nb: not psychotic ;) seroquel used off-label for ptsd. ctl'd many sympts, helped sleep. but side fx - weight gain - caused terrible pain."
en_16947,"@USER_______ Ich nehme Quetiapin und es soll mich nur entspannen. Am Ende schlafe ich innerhalb von 2 Stunden ein. Mein Gehirn ist immer verwirrt, haha",1,translated_en,tweet,de,SMM4H_26_train,@USER_______ i take quetiapine and it's supposed to just relax me i end up falling asleep within 2 hours. my brain's always scattered haha
en_12881,"@USER________ Quetiapin warf mich eine Woche lang auf die Seite, dann wachte ich plötzlich aktiviert auf. Dann kam es zu einem Rückfall, die Dosis wurde erhöht, aktiviert und so weiter",1,translated_en,tweet,de,SMM4H_26_train,"@USER________ quetiapine knocked me sidewards for a week then I suddenly woke up activated. Then relapsed, upped dose, activated & so on"
en_4570,"@USER___________ Schätzen Sie sich glücklich, wenn Ihnen davon nur schwindelig und schlecht wird!  Cipro hat mich und unzählige andere gelähmt.",1,translated_en,tweet,de,SMM4H_26_train,@USER___________ consider yourself lucky if all it does is make you dizzy and sick!  cipro crippled me and countless others.
en_15230,"Wenn Sie Wert auf Ihre Gehirnzellen legen, sollten Sie niemals Paxil oder Cold Turkey absetzen.",1,translated_en,tweet,de,SMM4H_26_train,going off paxil cr cold turkey is something you should never ever do if you value your brain cells.
en_10840,"@USER______ Ja, ich könnte ohne Schlaf nicht funktionieren, also verstehe ich. Mit Fluoxetin schlafe ich nicht so gut, schlafe aber immer noch x",1,translated_en,tweet,de,SMM4H_26_train,"@USER______ yeah, i couldn't function without sleep so i understand. with fluoxetine, im not sleeping as well, but still sleeping x"
en_5241,"zwei Wochen zurück auf Paxil. Ich habe keine depressiven Gedanken oder Gefühle mehr, aber ich habe auch überhaupt keine Gefühle mehr.",1,translated_en,tweet,de,SMM4H_26_train,two weeks back on paxil. i have no more depressed thoughts or feeling ls but i also have no feelings at all again.
en_10662,"@USER______ Ich habe wissendes Wunschdenken. Meine Humira-Impfung wirkt bei mir nicht einmal mehr, und wenn doch, wird mir schlecht.",1,translated_en,tweet,de,SMM4H_26_train,@USER______ I knowwishful thinking. My Humira shot doesn't even work for me anymore and when it does I get so sick.
en_15575,"Ich mag es nicht, Seroquel nachts einzunehmen. macht mich am nächsten Tag die ganze Zeit mürrisch. etwas über das Gefühl, träge und benommen zu sein. aargh.",1,translated_en,tweet,de,SMM4H_26_train,i don't like taking seroquel at night. makes me crabby the whole time the following day. something about feeling sluggish and groggy. aargh.
en_7862,"Dieses Seroquel hat mich verdammt schläfrig gemacht, den ganzen verdammten Tag",1,translated_en,tweet,de,SMM4H_26_train,that seroquel had me sleepy as fuck alllll damn day
en_17914,"Rivaroxaban 2/2 Wenn ich schwerelos im Weltraum schweben könnte, würde ich vermutlich keine Schmerzen haben. Aber ich kann Rivaroxaban nicht unbedingt loswerden.",1,translated_en,tweet,de,SMM4H_26_train,rivaroxaban 2/2 if i could float weightless in space i suspect i would not ache. but i can't so need rid of rivaroxaban.
en_7077,"Gott, es gibt nichts Schlimmeres als einen Nikotinentzug",1,translated_en,tweet,de,SMM4H_26_train,god there is nothing worse than nicotine withdrawal
en_3259,"@USER_________ nicht, dass es mir jemals aufgefallen wäre. Ich habe es zusammen mit Venlafaxin eingenommen und es hat mich definitiv schläfrig gemacht",1,translated_en,tweet,de,SMM4H_26_train,"@USER_________ not that i ever noticed. i was taking it with venlafaxine, and it definitely made me drowsy"
en_8586,"Jeden Morgen krank zu sein, macht richtig alt. Ich bin mir nicht sicher, ob ich Angst habe oder ob sich mein Körper an Paxil gewöhnt.  Weiß jemand Bescheid?",1,translated_en,tweet,de,SMM4H_26_train,being sick every morning is getting really old. not sure if anxiety or my body getting used to paxil.  anyone know?
en_3126,Diese Seroquel-Mundtrockenheit wird langsam seltsam,1,translated_en,tweet,de,SMM4H_26_train,this seroquel-dry-mouth thing is getting weird
en_5251,"Ich bin mir ziemlich sicher, dass mein Vyvanse mir schwindelig macht und meine Brust schmerzt. ?",1,translated_en,tweet,de,SMM4H_26_train,pretty sure my vyvanse is making me dizzy and making my chest hurt. ?
en_9739,"Ich nehme ein Trazodon, ich habe einen verdammt trockenen Mund",1,translated_en,tweet,de,SMM4H_26_train,pop a trazodone i have fuckin dry mouth
en_11379,"In einem ähnlichen Zusammenhang: Tysabri führt zu Gewichtszunahme. ebenso wie Körperschmerzen/Unfähigkeit, Sport zu treiben. seufzen. #fuckms",1,translated_en,tweet,de,SMM4H_26_train,on a related note: tysabri causes weight gain. as does body pain/inability to exercise. sigh. #fuckms
en_17771,"Die FDA benötigt einen Warnhinweis zu Vyvanse: „Der Konsum dieses Medikaments kann zu schweren Zwangsstörungen/vielen unnötigen Arbeitsstunden führen“ HTTPURL________________ 1
Ich schätze, dass Vyvanse eine gute Idee haben will, ich möchte einfach nur 1 schlafen
@USER__________ Glückliches Miststück, ich habe heute Vyvanse genommen, weil es mich dazu bringt, nichts zu essen. Ich möchte einfach nur essen können, pfui 1
@USER______ ja, wenn ich Vyvanse nehme, sieht/hört/schmeckt irgendein Essen einfach verdammt ekelhaft 1
Ich schätze, das ist es, was ich bekomme, wenn ich meinen Vyvanse #nosleep 1 verdoppele
@USER___: Auf Vyvanse in der Liga zu spielen ist verdammt stressig.  Zurück zur Öffentlichkeit, ich gehe!	1
Ich muss den Vyvanse stoppen, der dir in den Kopf ficken kann 1
Vyvanse bringt meinen Schlaf völlig durcheinander, aber ich brauche es auch zum Lernen 1
'@USER___________: Ich habe einen Vyvanse geknallt, ich schwitze #schoollife 1
Jeden Tag, wenn ich ein Vyvanse nehme, schlafe ich in der nächsten Nacht weniger.“",1,translated_en,tweet,de,SMM4H_26_train,"fda needs a warning label on vyvanse: ""consumption of this drug may result in major ocd/many unneeded hrs at work"" HTTPURL________________	1
i guess that vyvanse want a good idea i just want to sleeeeep	1
@USER__________ lucky bitch i took vyvanse today as it makes me not eat i just wanna be able to wanna eat ugh	1
@USER______ yeah when i take vyvanse any food just looks/sounds/tastes fucking disgusting	1
i guess this is what i get for doubling my vyvanse #nosleep	1
@USER___: playing league while on vyvanse is too damn stressful.  back to public i go!	1
i need to stop the vyvanse that shit can fuck with your head	1
vyvanse completely fucks up my sleep smh but i need it to study too	1
'@USER___________: popped a vyvanse im sweatin'#schoollife	1
every day i take a vyvanse, i sleep less the next night."""
en_465,Handeln Sie jetzt und erhalten Sie unser Deluxe-Cyde-FX-Set absolut kostenlos! Erleben Sie klares Träumen und Schlafparalyse wie nie zuvor! #Quetiapin,1,translated_en,tweet,de,SMM4H_26_train,act now and get our deluxe cyde-fx set absolutely free! experience lucid dreaming and sleep paralysis like never before! #quetiapine
en_11285,"Mir ist irgendwie übel. Ich weiß nicht, ob es eine Nebenwirkung von Viibryd ist oder ob ich mehr essen muss oder was. unangenehm.",1,translated_en,tweet,de,SMM4H_26_train,i'm sort of nauseous. don't know if it's a side effect of the viibryd or i need to eat more or what. unpleasant.
en_11333,Sind Unruhe und Schlaflosigkeit häufige Nebenwirkungen von #Lamictal / #Lamotrigin?,1,translated_en,tweet,de,SMM4H_26_train,are restlessness and insomnia common side-effects of #lamictal / #lamotrigine?
en_2647,"@USER____ seit Oktober 2009 gelähmt, dank nur 12 Cipro-Pillen hier ... lauf um dein Leben! Ein Sehnenriss ist nur die Spitze des Eisbergs.",1,translated_en,tweet,de,SMM4H_26_train,@USER____ crippled since oct of '09 thanks to just 12 cipro pills here...run for your life! tendon rupture is only the tip of the iceberg.
en_4194,"Das Aufregendste an Silver Linings Playbook ist, wie Bradley Cooper Seroquel einnehmen und trotzdem in Form bleiben kann.",1,translated_en,tweet,de,SMM4H_26_train,"The most upsetting thing about Silver Linings Playbook, is how Bradley Cooper can take Seroquel and still stay in shape."
en_738,"Dass Zyprexa Ihre Stimmbänder wirklich wunderbar macht, nur dass es Sie so stark zunehmen lässt",1,translated_en,tweet,de,SMM4H_26_train,that zyprexa really makes your vocal chords marvelous only it makes you gain so much weight
en_12083,"So unfair, ich bekomme nie die guten Nebenwirkungen von Medikamenten. ativan, seroquel &amp; Ambien xr gibt mir das Gefühl, so zu trinken, dass ich nicht wirklich laufen und gehen kann. mir ist übel",1,translated_en,tweet,de,SMM4H_26_train,"so unfair, i never get the good side effects of meds. ativan, seroquel, &amp; ambien xr make me feel so drink i cant really walk &amp; im nauseated"
en_9984,"@USER Ich nehme Trazodon für meine #insomina &amp; Es fällt mir immer noch schwer einzuschlafen, sonst habe ich verrückte Träume, die mich aufwecken!?! #ozsleep",1,translated_en,tweet,de,SMM4H_26_train,@USER i take trazodone for my #insomina &amp; still have a hard time falling asleep or i end up having crazy dreams that wake me up!?! #ozsleep
en_11721,"Bisher nur eine Änderung seit dem Wechsel von Lexapro zu Cymbalta: Jetzt merke ich vielleicht, ob ich bei einem Turnierunfall von einer Lanze in den Schritt getroffen wurde",1,translated_en,tweet,de,SMM4H_26_train,only change so far since switching from lexapro to cymbalta: now i might notice if i got hit in the crotch w/ a lance in a jousting accident
en_14058,"Allerdings wirkte mein Gejammer darüber, dick zu sein, im Vergleich zu meinem Bruder mit seiner durch Olanzapin verursachten Gewichtszunahme alles andere als komisch.",1,translated_en,tweet,de,SMM4H_26_train,"Although my bitching about being fat did look a but comical next to my brother, with his olanzapine induced weight gain."
en_3686,Nikotinentzug #2daysdown #forevertogo #headache #irritable #toomanyhashtags #makeitstop,1,translated_en,tweet,de,SMM4H_26_train,nicotine withdrawals #2daysdown #forevertogo #headache #irritable #toomanyhashtags #makeitstop
en_5505,Vyvanse lässt mich zu viel nachdenken?,1,translated_en,tweet,de,SMM4H_26_train,vyvanse makes me think too much ?
en_9487,"@USER___________ Cymbalta. Das Dreifache der Dosierung, die ich einmal eingenommen habe ... alles ist psychedelisch und igitt. Immer noch dankbar für Medikamente!",1,translated_en,tweet,de,SMM4H_26_train,@USER___________ cymbalta. 3x the dosage i was once on...everything is psychedelic and yuck. still grateful for meds!
en_12640,"Weiß jemand, ob die #Gewichtszunahme bei #Olanzapin in Kombination mit #Prozac(#symbyax) geringer ist als bei Olanzapin allein?",1,translated_en,tweet,de,SMM4H_26_train,does anyone know if the #weight gain is less in #olanzapine combined with #prozac(#symbyax) than in olanzapine alone?
en_12644,"Ich habe heute Morgen mein Fluoxetin nicht eingenommen, weil ich es vergessen hatte und den ganzen Tag so zittrig und müde war. Sind das etwa Entzugserscheinungen?",1,translated_en,tweet,de,SMM4H_26_train,"didnt take my fluoxetine this morning because i forgot and i've been so shaky and tired all day, is this like, withdrawal symptoms?"
en_12997,"Paxil, warum lässt du mich nicht schlafen?!?",1,translated_en,tweet,de,SMM4H_26_train,paxil why you not let me sleep?!?
en_13601,@USER__________ Quetiapin-Entzug.,1,translated_en,tweet,de,SMM4H_26_train,@USER__________ quetiapine withdrawals.
en_14485,"Lieber Gott, wie bin ich gerade aufgewacht? Danke Trazodon, dass du mein Leben ruiniert hast.",1,translated_en,tweet,de,SMM4H_26_train,dear lord how did i just now wake up? thank you trazodone for ruining my life.
en_15205,"Cymbalta hat zuerst unsere Vereinbarung zur Belastungsinkontinenz gekündigt!  Es ist wie die Niagarafälle, wenn ich huste.",1,translated_en,tweet,de,SMM4H_26_train,cymbalta tore up our stress incontinence agreement first!  it's like niagara falls when i cough.
en_5835,"Ich kann mich verdammt noch mal nicht mehr einschränken. Ich esse einfach und esse. Vielleicht liegt es an der Zyprexa. Das andere Medikament sollte dabei helfen, aber ich weiß nicht.",1,translated_en,tweet,de,SMM4H_26_train,"i can't even fucking restrict anymore. i just eat, and eat. maybe it's bc of the zyprexa. the other med should help with that, but idk."
en_10766,"@USER_________ Wahrscheinlich die Kombination mit meinem Fluoxetin. Aber ich kann das nicht auf die Nacht verschieben, da ich dann schlechte Träume habe.",1,translated_en,tweet,de,SMM4H_26_train,"@USER_________ Probably the combination with my fluoxetine. But I can't move that to night time, it makes me have bad dreams."
en_14390,@USER________ Meine Mutter ist 72 Jahre alt. Sie hat die Antidepressiva von Aspen Trazodon auf Zoloft umgestellt. Sie hat juckende Kopfhaut &amp; Haarausfall. könnte das sein,1,translated_en,tweet,de,SMM4H_26_train,@USER________ my mom is aged 72. she changed anti-depressants from aspen trazodone to zoloft. she has itchy scalp &amp; hairloss. could this be
en_11465,"Es ist 6 Uhr morgens und immer noch kein Schlaf, fick dich, Vyvanse",1,translated_en,tweet,de,SMM4H_26_train,it's 6 am and still no sleep fuck you vyvanse
en_7317,@USER________ Im Juli 2010 wurde mir Victoza wegen Fettleibigkeit verschrieben. Seitdem bin ich krank. böse Droge #Diabetes,1,translated_en,tweet,de,SMM4H_26_train,@USER________ i was prescribed victoza for obesity in july 2010. i have been ill ever since. evil drug #diabetes
en_5741,"Ich hasse es, wie Vyvanse mich dazu bringt, alles zu überdenken, und es mich über Dinge wütend macht, über die ich nicht einmal wütend sein sollte",1,translated_en,tweet,de,SMM4H_26_train,i hate how vyvanse makes me over think everything and it makes me angry about things that i shouldn't even be angry about
en_14483,Hat jemand Symptome einer Nervenschädigung (z. B. MS) durch Enbrel oder Humira? #Rheum,1,translated_en,tweet,de,SMM4H_26_train,anyone have nerve damage symptoms (ms like) from enbrel or humira? #rheum
en_6844,"@USER_________ Wenn ich sie mit Quetiapin kombiniere, bekomme ich Halluzinationen :/",1,translated_en,tweet,de,SMM4H_26_train,@USER_________ combining them with the quetiapine makes me hallucinate :/
en_7122,"@USER_____ @USER__ @USER________ #mhchat Lamotrigin führt auch dazu, dass ich weniger Stunden pro Nacht schlafe",1,translated_en,tweet,de,SMM4H_26_train,@USER_____ @USER__ @USER________ #mhchat lamotrigine also causes me to have fewer hours sleep a night
en_3215,Diese Lutschtablette macht meinen ganzen Mund taub... ist das normal?,1,translated_en,tweet,de,SMM4H_26_train,this lozenge is making my whole mouth numb... is that normal?
en_2766,Nebenwirkungen von Quetiapin sind gesteigerter Appetit und Heißhunger. es macht alles Sinn. ??????,1,translated_en,tweet,de,SMM4H_26_train,quetiapine side affects are increased appetite and cravings. it all makes sense. ??????
en_8660,"@USER___________ Der Abstieg von Effexor war das Schlimmste überhaupt. Sogar mein Arzt hatte Angst davor, aber die Nebenwirkungen ließen mir keine andere Wahl.",1,translated_en,tweet,de,SMM4H_26_train,@USER___________ coming off effexor was the worst ever. even my doctor was terrified of me doing it but the side effects left me no choice.
